"File name","12000002.CSV","V 1.27"
"Title comment","4-8"
"Trigger Time","'25-12-10 14:12:19"
"Ch","A 1- 1","A 1- 2",
"Mode","Voltage","Voltage",
"Range","2V","2V",
"Comment","EL1-Br+","EL2-ORP",
"Scaling","Off","Off",
"Ratio"," 1.00000E+00"," 1.00000E+00",
"Offset"," 0.00000E+00"," 0.00000E+00",
 2.500000000E+00,-3.75500E-01,-1.75800E-01,0,
 2.600000000E+00,-3.75500E-01,-1.75800E-01,0,
 2.700000000E+00,-3.75400E-01,-1.75900E-01,0,
 2.800000000E+00,-3.75500E-01,-1.75800E-01,0,
 2.900000000E+00,-3.75500E-01,-1.75800E-01,0,
 3.000000000E+00,-3.75500E-01,-1.75800E-01,0,
 3.100000000E+00,-3.75500E-01,-1.75800E-01,0,
 3.200000000E+00,-3.75400E-01,-1.75800E-01,0,
 3.300000000E+00,-3.76200E-01,-1.75900E-01,0,
 3.400000000E+00,-3.76200E-01,-1.75900E-01,0,
 3.500000000E+00,-3.76200E-01,-1.75800E-01,0,
 3.600000000E+00,-3.76200E-01,-1.74800E-01,0,
 3.700000000E+00,-3.76100E-01,-1.74800E-01,0,
 3.800000000E+00,-3.76100E-01,-1.74800E-01,0,
 3.900000000E+00,-3.76000E-01,-1.74800E-01,0,
 4.000000000E+00,-3.76000E-01,-1.74900E-01,0,
 4.100000000E+00,-3.76100E-01,-1.74900E-01,0,
 4.200000000E+00,-3.76100E-01,-1.74900E-01,0,
 4.300000000E+00,-3.76100E-01,-1.75000E-01,0,
 4.400000000E+00,-4.23900E-01,-1.75000E-01,0,
 4.500000000E+00,-4.23800E-01,-1.74900E-01,0,
 4.600000000E+00,-4.23700E-01,-1.74800E-01,0,
 4.700000000E+00,-4.23800E-01,-1.74900E-01,0,
 4.800000000E+00,-4.23800E-01,-1.74900E-01,0,
 4.900000000E+00,-4.23900E-01,-1.75000E-01,0,
 5.000000000E+00,-4.23900E-01,-1.75000E-01,0,
 5.100000000E+00,-4.23900E-01,-1.75000E-01,0,
 5.200000000E+00,-4.23900E-01,-1.75100E-01,0,
 5.300000000E+00,-4.24000E-01,-1.75000E-01,0,
 5.400000000E+00,-4.23800E-01,-1.74900E-01,0,
 5.500000000E+00,-5.09900E-01,-1.75000E-01,0,
 5.600000000E+00,-5.10000E-01,-1.75000E-01,0,
 5.700000000E+00,-5.10000E-01,-1.75000E-01,0,
 5.800000000E+00,-5.10100E-01,-1.75000E-01,0,
 5.900000000E+00,-5.10100E-01,-1.77100E-01,0,
 6.000000000E+00,-5.10200E-01,-1.77100E-01,0,
 6.100000000E+00,-5.10200E-01,-1.77200E-01,0,
 6.200000000E+00,-5.10000E-01,-1.77100E-01,0,
 6.300000000E+00,-5.10100E-01,-1.77100E-01,0,
 6.400000000E+00,-5.10100E-01,-1.77100E-01,0,
 6.500000000E+00,-5.10100E-01,-1.77100E-01,0,
 6.600000000E+00,-5.10100E-01,-1.77100E-01,0,
 6.700000000E+00,-5.27900E-01,-1.77100E-01,0,
 6.800000000E+00,-5.27900E-01,-1.77200E-01,0,
 6.900000000E+00,-5.27900E-01,-1.77100E-01,0,
 7.000000000E+00,-5.27900E-01,-1.79100E-01,0,
 7.100000000E+00,-5.27900E-01,-1.79100E-01,0,
 7.200000000E+00,-5.27800E-01,-1.79100E-01,0,
 7.300000000E+00,-5.27800E-01,-1.79100E-01,0,
 7.400000000E+00,-5.27900E-01,-1.79100E-01,0,
 7.500000000E+00,-5.27900E-01,-1.79100E-01,0,
 7.600000000E+00,-5.27900E-01,-1.79200E-01,0,
 7.700000000E+00,-5.27900E-01,-1.79100E-01,0,
 7.800000000E+00,-5.28400E-01,-1.79200E-01,0,
 7.900000000E+00,-5.28400E-01,-1.79200E-01,0,
 8.000000000E+00,-5.28400E-01,-1.79100E-01,0,
 8.100000000E+00,-5.28400E-01,-1.79100E-01,0,
 8.200000000E+00,-5.28200E-01,-1.80100E-01,0,
 8.300000000E+00,-5.28300E-01,-1.80200E-01,0,
 8.400000000E+00,-5.28300E-01,-1.80000E-01,0,
 8.500000000E+00,-5.28200E-01,-1.80000E-01,0,
 8.600000000E+00,-5.28200E-01,-1.80000E-01,0,
 8.700000000E+00,-5.28200E-01,-1.80000E-01,0,
 8.800000000E+00,-5.28200E-01,-1.79900E-01,0,
 8.900000000E+00,-5.28200E-01,-1.80000E-01,0,
 9.000000000E+00,-5.27300E-01,-1.80000E-01,0,
 9.100000000E+00,-5.27300E-01,-1.80000E-01,0,
 9.200000000E+00,-5.27200E-01,-1.79900E-01,0,
 9.300000000E+00,-5.27300E-01,-1.81100E-01,0,
 9.400000000E+00,-5.27300E-01,-1.81100E-01,0,
 9.500000000E+00,-5.27300E-01,-1.81100E-01,0,
 9.600000000E+00,-5.27200E-01,-1.81200E-01,0,
 9.700000000E+00,-5.27300E-01,-1.81100E-01,0,
 9.800000000E+00,-5.27300E-01,-1.81200E-01,0,
 9.900000000E+00,-5.27300E-01,-1.81100E-01,0,
 1.000000000E+01,-5.27100E-01,-1.81100E-01,0,
 1.010000000E+01,-5.26300E-01,-1.81200E-01,0,
 1.020000000E+01,-5.26300E-01,-1.81100E-01,0,
 1.030000000E+01,-5.26300E-01,-1.81200E-01,0,
 1.040000000E+01,-5.26300E-01,-1.81200E-01,0,
 1.050000000E+01,-5.26400E-01,-1.81100E-01,0,
 1.060000000E+01,-5.26400E-01,-1.81100E-01,0,
 1.070000000E+01,-5.26300E-01,-1.81100E-01,0,
 1.080000000E+01,-5.26300E-01,-1.81100E-01,0,
 1.090000000E+01,-5.26300E-01,-1.81200E-01,0,
 1.100000000E+01,-5.26300E-01,-1.81100E-01,0,
 1.110000000E+01,-5.26400E-01,-1.81200E-01,0,
 1.120000000E+01,-5.24300E-01,-1.81100E-01,0,
 1.130000000E+01,-5.24300E-01,-1.81200E-01,0,
 1.140000000E+01,-5.24400E-01,-1.81200E-01,0,
 1.150000000E+01,-5.24400E-01,-1.82100E-01,0,
 1.160000000E+01,-5.24300E-01,-1.82100E-01,0,
 1.170000000E+01,-5.24300E-01,-1.81900E-01,0,
 1.180000000E+01,-5.24300E-01,-1.81900E-01,0,
 1.190000000E+01,-5.24300E-01,-1.81900E-01,0,
 1.200000000E+01,-5.24400E-01,-1.82000E-01,0,
 1.210000000E+01,-5.24400E-01,-1.81900E-01,0,
 1.220000000E+01,-5.24400E-01,-1.81900E-01,0,
 1.230000000E+01,-5.23300E-01,-1.81900E-01,0,
 1.240000000E+01,-5.23100E-01,-1.82000E-01,0,
 1.250000000E+01,-5.23100E-01,-1.81900E-01,0,
 1.260000000E+01,-5.23200E-01,-1.81900E-01,0,
 1.270000000E+01,-5.23200E-01,-1.82100E-01,0,
 1.280000000E+01,-5.23300E-01,-1.82100E-01,0,
 1.290000000E+01,-5.23400E-01,-1.82200E-01,0,
 1.300000000E+01,-5.23400E-01,-1.82100E-01,0,
 1.310000000E+01,-5.23400E-01,-1.82100E-01,0,
 1.320000000E+01,-5.23500E-01,-1.82100E-01,0,
 1.330000000E+01,-5.23500E-01,-1.82100E-01,0,
 1.340000000E+01,-5.23300E-01,-1.82100E-01,0,
 1.350000000E+01,-5.22000E-01,-1.82100E-01,0,
 1.360000000E+01,-5.22000E-01,-1.82100E-01,0,
 1.370000000E+01,-5.22000E-01,-1.82100E-01,0,
 1.380000000E+01,-5.22100E-01,-1.82100E-01,0,
 1.390000000E+01,-5.22100E-01,-1.82100E-01,0,
 1.400000000E+01,-5.22200E-01,-1.82100E-01,0,
 1.410000000E+01,-5.22200E-01,-1.82100E-01,0,
 1.420000000E+01,-5.22200E-01,-1.82000E-01,0,
 1.430000000E+01,-5.22100E-01,-1.82100E-01,0,
 1.440000000E+01,-5.22100E-01,-1.82100E-01,0,
 1.450000000E+01,-5.21300E-01,-1.82100E-01,0,
 1.460000000E+01,-5.21300E-01,-1.82100E-01,0,
 1.470000000E+01,-5.21300E-01,-1.82000E-01,0,
 1.480000000E+01,-5.21300E-01,-1.82000E-01,0,
 1.490000000E+01,-5.21300E-01,-1.82000E-01,0,
 1.500000000E+01,-5.21300E-01,-1.81900E-01,0,
 1.510000000E+01,-5.21200E-01,-1.82100E-01,0,
 1.520000000E+01,-5.21200E-01,-1.82000E-01,0,
 1.530000000E+01,-5.21200E-01,-1.82000E-01,0,
 1.540000000E+01,-5.21300E-01,-1.82000E-01,0,
 1.550000000E+01,-5.21300E-01,-1.82000E-01,0,
 1.560000000E+01,-5.21300E-01,-1.81900E-01,0,
 1.570000000E+01,-5.19700E-01,-1.81900E-01,0,
 1.580000000E+01,-5.19600E-01,-1.81800E-01,0,
 1.590000000E+01,-5.19600E-01,-1.81800E-01,0,
 1.600000000E+01,-5.19600E-01,-1.82000E-01,0,
 1.610000000E+01,-5.19600E-01,-1.81900E-01,0,
 1.620000000E+01,-5.19600E-01,-1.81800E-01,0,
 1.630000000E+01,-5.19600E-01,-1.81800E-01,0,
 1.640000000E+01,-5.19600E-01,-1.81700E-01,0,
 1.650000000E+01,-5.19600E-01,-1.81700E-01,0,
 1.660000000E+01,-5.19600E-01,-1.81700E-01,0,
 1.670000000E+01,-5.19600E-01,-1.81700E-01,0,
 1.680000000E+01,-5.18700E-01,-1.81800E-01,0,
 1.690000000E+01,-5.18800E-01,-1.81800E-01,0,
 1.700000000E+01,-5.18800E-01,-1.81700E-01,0,
 1.710000000E+01,-5.18800E-01,-1.81700E-01,0,
 1.720000000E+01,-5.18800E-01,-1.81600E-01,0,
 1.730000000E+01,-5.18800E-01,-1.81600E-01,0,
 1.740000000E+01,-5.18800E-01,-1.81600E-01,0,
 1.750000000E+01,-5.18800E-01,-1.81600E-01,0,
 1.760000000E+01,-5.18800E-01,-1.81600E-01,0,
 1.770000000E+01,-5.18800E-01,-1.81500E-01,0,
 1.780000000E+01,-5.18800E-01,-1.81600E-01,0,
 1.790000000E+01,-5.18800E-01,-1.81600E-01,0,
 1.800000000E+01,-5.17300E-01,-1.81600E-01,0,
 1.810000000E+01,-5.17300E-01,-1.81600E-01,0,
 1.820000000E+01,-5.17300E-01,-1.81600E-01,0,
 1.830000000E+01,-5.17300E-01,-1.81500E-01,0,
 1.840000000E+01,-5.17300E-01,-1.81500E-01,0,
 1.850000000E+01,-5.17400E-01,-1.81500E-01,0,
 1.860000000E+01,-5.17300E-01,-1.81600E-01,0,
 1.870000000E+01,-5.17300E-01,-1.81600E-01,0,
 1.880000000E+01,-5.17300E-01,-1.81600E-01,0,
 1.890000000E+01,-5.17300E-01,-1.81600E-01,0,
 1.900000000E+01,-5.17300E-01,-1.81500E-01,0,
 1.910000000E+01,-5.16800E-01,-1.81500E-01,0,
 1.920000000E+01,-5.16800E-01,-1.81500E-01,0,
 1.930000000E+01,-5.16900E-01,-1.81400E-01,0,
 1.940000000E+01,-5.16900E-01,-1.81400E-01,0,
 1.950000000E+01,-5.16900E-01,-1.81300E-01,0,
 1.960000000E+01,-5.16700E-01,-1.81500E-01,0,
 1.970000000E+01,-5.16800E-01,-1.81500E-01,0,
 1.980000000E+01,-5.16800E-01,-1.81400E-01,0,
 1.990000000E+01,-5.16900E-01,-1.81400E-01,0,
 2.000000000E+01,-5.17000E-01,-1.81300E-01,0,
 2.010000000E+01,-5.17000E-01,-1.81300E-01,0,
 2.020000000E+01,-5.17000E-01,-1.81200E-01,0,
 2.030000000E+01,-5.18200E-01,-1.81200E-01,0,
 2.040000000E+01,-5.17900E-01,-1.81400E-01,0,
 2.050000000E+01,-5.17900E-01,-1.81300E-01,0,
 2.060000000E+01,-5.18000E-01,-1.81300E-01,0,
 2.070000000E+01,-5.18000E-01,-1.81200E-01,0,
 2.080000000E+01,-5.18100E-01,-1.81200E-01,0,
 2.090000000E+01,-5.18100E-01,-1.81100E-01,0,
 2.100000000E+01,-5.18200E-01,-1.81100E-01,0,
 2.110000000E+01,-5.18200E-01,-1.81100E-01,0,
 2.120000000E+01,-5.18300E-01,-1.81100E-01,0,
 2.130000000E+01,-5.22800E-01,-1.81200E-01,0,
 2.140000000E+01,-5.22800E-01,-1.81100E-01,0,
 2.150000000E+01,-5.22900E-01,-1.81100E-01,0,
 2.160000000E+01,-5.22900E-01,-1.81100E-01,0,
 2.170000000E+01,-5.23000E-01,-1.81100E-01,0,
 2.180000000E+01,-5.23000E-01,-1.81100E-01,0,
 2.190000000E+01,-5.23100E-01,-1.81200E-01,0,
 2.200000000E+01,-5.23100E-01,-1.81100E-01,0,
 2.210000000E+01,-5.23200E-01,-1.81200E-01,0,
 2.220000000E+01,-5.23000E-01,-1.81100E-01,0,
 2.230000000E+01,-5.23000E-01,-1.81100E-01,0,
 2.240000000E+01,-5.23100E-01,-1.81200E-01,0,
 2.250000000E+01,-5.32500E-01,-1.81200E-01,0,
 2.260000000E+01,-5.32500E-01,-1.81200E-01,0,
 2.270000000E+01,-5.32600E-01,-1.81200E-01,0,
 2.280000000E+01,-5.32600E-01,-1.81200E-01,0,
 2.290000000E+01,-5.32600E-01,-1.81200E-01,0,
 2.300000000E+01,-5.32600E-01,-1.81200E-01,0,
 2.310000000E+01,-5.32500E-01,-1.81200E-01,0,
 2.320000000E+01,-5.32600E-01,-1.81200E-01,0,
 2.330000000E+01,-5.32600E-01,-1.81200E-01,0,
 2.340000000E+01,-5.32600E-01,-1.81200E-01,0,
 2.350000000E+01,-5.32500E-01,-1.81200E-01,0,
 2.360000000E+01,-5.33700E-01,-1.81200E-01,0,
 2.370000000E+01,-5.33700E-01,-1.81200E-01,0,
 2.380000000E+01,-5.33700E-01,-1.81200E-01,0,
 2.390000000E+01,-5.33600E-01,-1.81300E-01,0,
 2.400000000E+01,-5.33700E-01,-1.81200E-01,0,
 2.410000000E+01,-5.33700E-01,-1.81200E-01,0,
 2.420000000E+01,-5.33600E-01,-1.81200E-01,0,
 2.430000000E+01,-5.33600E-01,-1.81200E-01,0,
 2.440000000E+01,-5.33600E-01,-1.81300E-01,0,
 2.450000000E+01,-5.33700E-01,-1.81300E-01,0,
 2.460000000E+01,-5.33700E-01,-1.81300E-01,0,
 2.470000000E+01,-5.34100E-01,-1.81400E-01,0,
 2.480000000E+01,-5.34100E-01,-1.81500E-01,0,
 2.490000000E+01,-5.33900E-01,-1.81300E-01,0,
 2.500000000E+01,-5.34000E-01,-1.81300E-01,0,
 2.510000000E+01,-5.34100E-01,-1.81300E-01,0,
 2.520000000E+01,-5.34100E-01,-1.81300E-01,0,
 2.530000000E+01,-5.34200E-01,-1.81400E-01,0,
 2.540000000E+01,-5.34200E-01,-1.81400E-01,0,
 2.550000000E+01,-5.34300E-01,-1.81400E-01,0,
 2.560000000E+01,-5.34300E-01,-1.81500E-01,0,
 2.570000000E+01,-5.34200E-01,-1.81400E-01,0,
 2.580000000E+01,-5.34100E-01,-1.81400E-01,0,
 2.590000000E+01,-5.34200E-01,-1.81400E-01,0,
 2.600000000E+01,-5.34200E-01,-1.81400E-01,0,
 2.610000000E+01,-5.34200E-01,-1.81500E-01,0,
 2.620000000E+01,-5.34000E-01,-1.81500E-01,0,
 2.630000000E+01,-5.34000E-01,-1.81500E-01,0,
 2.640000000E+01,-5.34000E-01,-1.81600E-01,0,
 2.650000000E+01,-5.33900E-01,-1.81500E-01,0,
 2.660000000E+01,-5.34000E-01,-1.81500E-01,0,
 2.670000000E+01,-5.33900E-01,-1.81500E-01,0,
 2.680000000E+01,-5.33900E-01,-1.81500E-01,0,
 2.690000000E+01,-5.33900E-01,-1.81500E-01,0,
 2.700000000E+01,-5.33500E-01,-1.81500E-01,0,
 2.710000000E+01,-5.33500E-01,-1.81500E-01,0,
 2.720000000E+01,-5.33400E-01,-1.81500E-01,0,
 2.730000000E+01,-5.33300E-01,-1.81500E-01,0,
 2.740000000E+01,-5.33200E-01,-1.81600E-01,0,
 2.750000000E+01,-5.33500E-01,-1.81500E-01,0,
 2.760000000E+01,-5.33400E-01,-1.81500E-01,0,
 2.770000000E+01,-5.33300E-01,-1.81500E-01,0,
 2.780000000E+01,-5.33300E-01,-1.81600E-01,0,
 2.790000000E+01,-5.33200E-01,-1.81600E-01,0,
 2.800000000E+01,-5.33100E-01,-1.81600E-01,0,
 2.810000000E+01,-5.32900E-01,-1.81700E-01,0,
 2.820000000E+01,-5.32800E-01,-1.81800E-01,0,
 2.830000000E+01,-5.32800E-01,-1.81800E-01,0,
 2.840000000E+01,-5.32900E-01,-1.81600E-01,0,
 2.850000000E+01,-5.32900E-01,-1.81600E-01,0,
 2.860000000E+01,-5.32900E-01,-1.81800E-01,0,
 2.870000000E+01,-5.32800E-01,-1.81800E-01,0,
 2.880000000E+01,-5.32800E-01,-1.81900E-01,0,
 2.890000000E+01,-5.32800E-01,-1.82000E-01,0,
 2.900000000E+01,-5.32700E-01,-1.82000E-01,0,
 2.910000000E+01,-5.32900E-01,-1.81900E-01,0,
 2.920000000E+01,-5.32600E-01,-1.82100E-01,0,
 2.930000000E+01,-5.32300E-01,-1.82000E-01,0,
 2.940000000E+01,-5.32200E-01,-1.82000E-01,0,
 2.950000000E+01,-5.32200E-01,-1.82000E-01,0,
 2.960000000E+01,-5.31900E-01,-1.82000E-01,0,
 2.970000000E+01,-5.31900E-01,-1.81900E-01,0,
 2.980000000E+01,-5.31900E-01,-1.81900E-01,0,
 2.990000000E+01,-5.31800E-01,-1.81900E-01,0,
 3.000000000E+01,-5.31800E-01,-1.81900E-01,0,
 3.010000000E+01,-5.31700E-01,-1.81900E-01,0,
 3.020000000E+01,-5.31900E-01,-1.81900E-01,0,
 3.030000000E+01,-5.31800E-01,-1.81900E-01,0,
 3.040000000E+01,-5.31600E-01,-1.81900E-01,0,
 3.050000000E+01,-5.31600E-01,-1.81900E-01,0,
 3.060000000E+01,-5.31600E-01,-1.81900E-01,0,
 3.070000000E+01,-5.31600E-01,-1.81900E-01,0,
 3.080000000E+01,-5.31600E-01,-1.82100E-01,0,
 3.090000000E+01,-5.31600E-01,-1.82100E-01,0,
 3.100000000E+01,-5.31600E-01,-1.82100E-01,0,
 3.110000000E+01,-5.31600E-01,-1.82100E-01,0,
 3.120000000E+01,-5.31600E-01,-1.82100E-01,0,
 3.130000000E+01,-5.31600E-01,-1.82100E-01,0,
 3.140000000E+01,-5.31600E-01,-1.82100E-01,0,
 3.150000000E+01,-5.31100E-01,-1.82100E-01,0,
 3.160000000E+01,-5.31100E-01,-1.82200E-01,0,
 3.170000000E+01,-5.31100E-01,-1.82200E-01,0,
 3.180000000E+01,-5.31100E-01,-1.82200E-01,0,
 3.190000000E+01,-5.31100E-01,-1.82300E-01,0,
 3.200000000E+01,-5.31100E-01,-1.82100E-01,0,
 3.210000000E+01,-5.31100E-01,-1.82200E-01,0,
 3.220000000E+01,-5.31100E-01,-1.82200E-01,0,
 3.230000000E+01,-5.31100E-01,-1.82300E-01,0,
 3.240000000E+01,-5.31200E-01,-1.82300E-01,0,
 3.250000000E+01,-5.31100E-01,-1.82400E-01,0,
 3.260000000E+01,-5.30800E-01,-1.82500E-01,0,
 3.270000000E+01,-5.30800E-01,-1.82500E-01,0,
 3.280000000E+01,-5.30900E-01,-1.82300E-01,0,
 3.290000000E+01,-5.30900E-01,-1.82400E-01,0,
 3.300000000E+01,-5.30900E-01,-1.82400E-01,0,
 3.310000000E+01,-5.30800E-01,-1.82500E-01,0,
 3.320000000E+01,-5.30700E-01,-1.82500E-01,0,
 3.330000000E+01,-5.30800E-01,-1.82600E-01,0,
 3.340000000E+01,-5.30800E-01,-1.82700E-01,0,
 3.350000000E+01,-5.30800E-01,-1.82800E-01,0,
 3.360000000E+01,-5.30800E-01,-1.82600E-01,0,
 3.370000000E+01,-5.30500E-01,-1.82600E-01,0,
 3.380000000E+01,-5.30400E-01,-1.82700E-01,0,
 3.390000000E+01,-5.30500E-01,-1.82700E-01,0,
 3.400000000E+01,-5.30300E-01,-1.82700E-01,0,
 3.410000000E+01,-5.30300E-01,-1.82900E-01,0,
 3.420000000E+01,-5.30200E-01,-1.82900E-01,0,
 3.430000000E+01,-5.30300E-01,-1.83000E-01,0,
 3.440000000E+01,-5.30300E-01,-1.83000E-01,0,
 3.450000000E+01,-5.30200E-01,-1.82800E-01,0,
 3.460000000E+01,-5.30300E-01,-1.82900E-01,0,
 3.470000000E+01,-5.30200E-01,-1.82900E-01,0,
 3.480000000E+01,-5.30100E-01,-1.83000E-01,0,
 3.490000000E+01,-5.30100E-01,-1.83000E-01,0,
 3.500000000E+01,-5.30100E-01,-1.83000E-01,0,
 3.510000000E+01,-5.30200E-01,-1.83000E-01,0,
 3.520000000E+01,-5.30100E-01,-1.83000E-01,0,
 3.530000000E+01,-5.30100E-01,-1.83000E-01,0,
 3.540000000E+01,-5.30100E-01,-1.82900E-01,0,
 3.550000000E+01,-5.30100E-01,-1.82900E-01,0,
 3.560000000E+01,-5.30100E-01,-1.82800E-01,0,
 3.570000000E+01,-5.30100E-01,-1.82800E-01,0,
 3.580000000E+01,-5.30100E-01,-1.82800E-01,0,
 3.590000000E+01,-5.30100E-01,-1.82800E-01,0,
 3.600000000E+01,-5.29700E-01,-1.82800E-01,0,
 3.610000000E+01,-5.29700E-01,-1.82800E-01,0,
 3.620000000E+01,-5.29700E-01,-1.82800E-01,0,
 3.630000000E+01,-5.29800E-01,-1.82900E-01,0,
 3.640000000E+01,-5.29800E-01,-1.82900E-01,0,
 3.650000000E+01,-5.29700E-01,-1.82900E-01,0,
 3.660000000E+01,-5.29800E-01,-1.82900E-01,0,
 3.670000000E+01,-5.29700E-01,-1.83000E-01,0,
 3.680000000E+01,-5.29800E-01,-1.83100E-01,0,
 3.690000000E+01,-5.29700E-01,-1.83100E-01,0,
 3.700000000E+01,-5.29500E-01,-1.83200E-01,0,
 3.710000000E+01,-5.29500E-01,-1.83200E-01,0,
 3.720000000E+01,-5.29500E-01,-1.83000E-01,0,
 3.730000000E+01,-5.29500E-01,-1.83100E-01,0,
 3.740000000E+01,-5.29500E-01,-1.83100E-01,0,
 3.750000000E+01,-5.29500E-01,-1.83200E-01,0,
 3.760000000E+01,-5.29500E-01,-1.83200E-01,0,
 3.770000000E+01,-5.29500E-01,-1.83200E-01,0,
 3.780000000E+01,-5.29400E-01,-1.83200E-01,0,
 3.790000000E+01,-5.29400E-01,-1.83200E-01,0,
 3.800000000E+01,-5.29400E-01,-1.83200E-01,0,
 3.810000000E+01,-5.29300E-01,-1.83200E-01,0,
 3.820000000E+01,-5.29500E-01,-1.83200E-01,0,
 3.830000000E+01,-5.28900E-01,-1.83200E-01,0,
 3.840000000E+01,-5.28900E-01,-1.83300E-01,0,
 3.850000000E+01,-5.28800E-01,-1.83200E-01,0,
 3.860000000E+01,-5.28900E-01,-1.83200E-01,0,
 3.870000000E+01,-5.28800E-01,-1.83000E-01,0,
 3.880000000E+01,-5.28800E-01,-1.83000E-01,0,
 3.890000000E+01,-5.28800E-01,-1.82900E-01,0,
 3.900000000E+01,-5.28900E-01,-1.83100E-01,0,
 3.910000000E+01,-5.28900E-01,-1.83100E-01,0,
 3.920000000E+01,-5.28900E-01,-1.83000E-01,0,
 3.930000000E+01,-5.28600E-01,-1.82900E-01,0,
 3.940000000E+01,-5.28500E-01,-1.82900E-01,0,
 3.950000000E+01,-5.28500E-01,-1.82800E-01,0,
 3.960000000E+01,-5.28500E-01,-1.82800E-01,0,
 3.970000000E+01,-5.28500E-01,-1.82700E-01,0,
 3.980000000E+01,-5.28500E-01,-1.82700E-01,0,
 3.990000000E+01,-5.28600E-01,-1.83000E-01,0,
 4.000000000E+01,-5.28500E-01,-1.82900E-01,0,
 4.010000000E+01,-5.28500E-01,-1.82900E-01,0,
 4.020000000E+01,-5.28500E-01,-1.82900E-01,0,
 4.030000000E+01,-5.28500E-01,-1.82800E-01,0,
 4.040000000E+01,-5.28500E-01,-1.82700E-01,0,
 4.050000000E+01,-5.28500E-01,-1.82700E-01,0,
 4.060000000E+01,-5.28100E-01,-1.82700E-01,0,
 4.070000000E+01,-5.28100E-01,-1.82700E-01,0,
 4.080000000E+01,-5.28100E-01,-1.82800E-01,0,
 4.090000000E+01,-5.28100E-01,-1.82700E-01,0,
 4.100000000E+01,-5.28100E-01,-1.82500E-01,0,
 4.110000000E+01,-5.28000E-01,-1.82500E-01,0,
 4.120000000E+01,-5.28100E-01,-1.82400E-01,0,
 4.130000000E+01,-5.28000E-01,-1.82400E-01,0,
 4.140000000E+01,-5.28000E-01,-1.82400E-01,0,
 4.150000000E+01,-5.28100E-01,-1.82400E-01,0,
 4.160000000E+01,-5.27900E-01,-1.82300E-01,0,
 4.170000000E+01,-5.27800E-01,-1.82500E-01,0,
 4.180000000E+01,-5.27800E-01,-1.82500E-01,0,
 4.190000000E+01,-5.27900E-01,-1.82400E-01,0,
 4.200000000E+01,-5.27700E-01,-1.82500E-01,0,
 4.210000000E+01,-5.27800E-01,-1.82500E-01,0,
 4.220000000E+01,-5.27800E-01,-1.82500E-01,0,
 4.230000000E+01,-5.27800E-01,-1.82400E-01,0,
 4.240000000E+01,-5.27800E-01,-1.82300E-01,0,
 4.250000000E+01,-5.27900E-01,-1.82300E-01,0,
 4.260000000E+01,-5.27700E-01,-1.82500E-01,0,
 4.270000000E+01,-5.27700E-01,-1.82500E-01,0,
 4.280000000E+01,-5.27500E-01,-1.82400E-01,0,
 4.290000000E+01,-5.27500E-01,-1.82400E-01,0,
 4.300000000E+01,-5.27500E-01,-1.82200E-01,0,
 4.310000000E+01,-5.27600E-01,-1.82200E-01,0,
 4.320000000E+01,-5.27700E-01,-1.82200E-01,0,
 4.330000000E+01,-5.27700E-01,-1.82200E-01,0,
 4.340000000E+01,-5.27500E-01,-1.82400E-01,0,
 4.350000000E+01,-5.27600E-01,-1.82300E-01,0,
 4.360000000E+01,-5.27600E-01,-1.82300E-01,0,
 4.370000000E+01,-5.27700E-01,-1.82200E-01,0,
